submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,target_pathogen,stage_of_development,country,region,permalink,regulatory_status,sensitivity,specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,city,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_na,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,country_tmp,city2,lat,lng,disease_target
a2r69000007lbCl,NA,06.07.2023,"Bioteke Corporation Co., ltd.",SARS-CoV-2 Antigen Test Kit (colloidal gold method),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://bioteke.cn,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Wuxi,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Wuxi, China",31.49130249,120.31233978,Covid-19
a2r69000007lbCm,NA,06.07.2023,Lightdeck,COVID-19 Total Antibody Test,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://lightdeckdx.com,None,NA,NA,Immunoassay,Antibody (serological),Total Antibody,Lateral Flow Assay,Cartridge-based processing,A proprietary/new instrument is required,Manual,True Point of Care,Intended for professional use only,Unknown,Yes,NA,Unknown,Not applicable,Boulder,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Boulder, United States",40.01687241,-105.27962494,Covid-19
a2r69000007lbCn,NA,06.07.2023,Abbott Diagnostics Korea Inc.,Panbio COVID-19 Ag Rapid Test Device (Nasopharyngeal),SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://abbott.com,Australia TGA; CE-IVDD; Health Canada; Japan MHLW; Korea MFDS; Singapore HSA; WHO EUL,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Gyeonggi-do,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,South Korea,"Gyeonggi-do, Korea, Republic of",37.26699829,126.99099731,Covid-19
a2r69000007lbCo,NA,06.07.2023,NG Biotech,NG-Test SARS-CoV-2 Ag,SARS-CoV-2,Regulatory Achieved,France,European Region,https://ngbiotech.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Guipry,Yes,NA,NA,NA,NA,NA,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,France,"Guipry, France",47.82519531,-1.84236014,Covid-19
a2r69000007lbCp,NA,06.07.2023,"Celltrion USA, Inc.",SAMPINUTE COVID-19 Antigen MIA,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://celltrion.com,CE-IVDD; US FDA EUA,NA,NA,Immunoassay,Antigen,S-protein RBD,ELISA/EIA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,United States,39.50357056,-99.01833344,Covid-19
a2r69000007lbCq,NA,06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",SARS-CoV-2 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://alltests.com.cn,Australia TGA; CE-IVDD; MHRA UK; WHO EUL Under Assessment,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbCr,NA,06.07.2023,"Guangzhou Darui Biotechnology Co.,ltd.",2019-nCoV Ag Salvia Rapid Test Kit (Immunochromatography),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://daruibiotech.com,CE-IVDD; Germany BfArM; Other,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Unknown,Not applicable,Guangzhou,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Guangzhou, China",23.12907982,113.26435852,Covid-19
a2r69000007lbCs,NA,06.07.2023,Prestige Diagnostics UK ltd.,2019-nCoV IgG/IgM WB Device,SARS-CoV-2,Regulatory Achieved,United Kingdom,European Region,https://prestigediagnostics.co.uk,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Galgorm,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,"Galgorm, United Kingdom",54.86253738,-6.32297564,Covid-19
a2r69000007lbCt,NA,06.07.2023,MAScIR-Moldiag,MAScIR SARS-CoV-2 kit 1.0,SARS-CoV-2,Regulatory Achieved,Morocco,Eastern Mediterranean Region,https://mascir.com,CE-IVDD; Other,NA,NA,Molecular,RNA,E gene; N gene; S gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Rabat,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Morocco,"Rabat, Morocco",34.02236176,-6.83402205,Covid-19
a2r69000007lbCv,NA,06.07.2023,LGC Biosearch technology,Biosearch Technologies SARS-CoV-2 ultra-high-throughput End-Point RT-PCR Test,SARS-CoV-2,Regulatory Achieved,United Kingdom,European Region,https://biosearchtech.com,None,NA,NA,Molecular,RNA,N gene,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,Hoddesdon,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United Kingdom,"Hoddesdon, United Kingdom",51.76747513,-0.0138127,Covid-19
a2r69000007lbCw,NA,06.07.2023,"INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.",2019 nCoV Ag Test (Latex Chromatography Assay) Self- test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://innovita.com.cn,Australia TGA,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Qian'an,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,China,"Qian'an, China",21.75258064,109.03056335,Covid-19
a2r69000007lbCx,NA,13.07.2023,EUROIMMUN AG,Anti-SARS-CoV-2 QuantiVac ELISA (IgG),SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://euroimmun.de,Australia TGA; CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,A proprietary/new instrument is optional,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Finger prick blood; Plasma; Serum,NA,NA,Unknown,Not applicable,Lübeck,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,"Lübeck, Germany",53.86962509,10.68758678,Covid-19
a2r69000007lbCz,NA,06.07.2023,Hangzhou Laihe Biotech,Novel Coronavirus (2019-nCoV) IgM/IgG Antibody ComboTest Kit (Colloidal Gold),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://lyherbio.com,US FDA EUA; WHO EUL Under Assessment,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbD1,NA,06.07.2023,Eagle Biosciences,COVID-19 IgG Quantitative ELISA,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://eaglebio.com/product/covid-19-nucleocapsid-igg-quantitative-elisa-assay-,None,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,NA,NA,Unknown,Not applicable,Amherst,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Amherst, United States",42.3758049,-72.51987457,Covid-19
a2r69000007lbD2,NA,06.07.2023,Biolidics Limited,2019-nCoV IgG/IgM Antibody Detection Kit,SARS-CoV-2,Regulatory Achieved,Singapore,Western Pacific Region,https://biolidics.com,CE-IVDD; Indonesia MDR; Philippines FDA; Other,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Singapore,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore,"Singapore, Singapore",1.28943646,103.84998322,Covid-19
a2r69000007lbD3,NA,06.07.2023,Pantest SA,Pantest coronavírus IgM/IgG Rapid Test,SARS-CoV-2,Regulatory Achieved,Portugal,European Region,https://pantest.pt,Brazil ANVISA; CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Unknown,Not applicable,Oliveira de Frades,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Portugal,"Oliveira de Frades, Portugal",40.73141479,-8.17673016,Covid-19
a2r69000007lbD4,NA,06.07.2023,"Shenzhen Microprofit Biotech Co., ltd.",SARS-CoV-2 Antibody Test Kit (Colloidal Gold Chromatographic Immunoassay),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://microprofit-bio.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),Total Antibody,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Shenzhen City,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Shenzhen City, China",22.54368019,114.0579071,Covid-19
a2r69000007lbD5,NA,06.07.2023,PerkinElmer Inc.,SARS-CoV-2 RT-qPCR Reagent kit,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://perkinelmer.com,CE-IVDD,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Taicang,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Taicang, United States",39.50357056,-99.01833344,Covid-19
a2r69000007lbD6,NA,06.07.2023,Biozek Medical,COVID-19 Antigen Rapid Test Cassette (Oral Fluid),SARS-CoV-2,Regulatory Achieved,Netherlands,European Region,https://biozek.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Unknown,Not applicable,Apeldoorn,Yes,NA,NA,NA,NA,NA,Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202,Covid-19
a2r69000007lbD7,NA,06.07.2023,Anitoa Systems llc,Maverick Fast SARS-CoV-2 Delta & Omicron Variant Detection,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://anitoa.com/products,Unknown,NA,NA,Molecular,RNA,N gene; ORF1ab; S gene,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Plasma; Serum,Yes,NA,Unknown,Delta; Omicron,Menlo Park,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Menlo Park, United States",37.45322037,-122.18321991,Covid-19
a2r69000007lbD8,NA,06.07.2023,Luminex Corporation,NxTAG Respiratory Pathogen Panel + SARS COV 2,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://luminexcorp.com,US FDA EUA,NA,NA,Molecular,RNA + DNA,N gene; ORF1ab,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab,Yes,NA,Unknown,Not applicable,Madison,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Madison, United States",43.07392502,-89.38524628,Covid-19
a2r69000007lbD9,NA,06.07.2023,Seasun Biomaterials,AQ-TOP COVID-19 rapid Detection Kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,CE-IVDD; US FDA EUA,NA,NA,Molecular,RNA,ORF1ab,Isothermal LAMP,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Bronchoalveolar lavage; Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Daejeon,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Daejeon, Korea, Republic of",36.33010101,127.42246246,Covid-19
a2r69000007lbDA,NA,06.07.2023,"Shenzhen Microprofit Biotech Co., ltd.",SARS-CoV-2 Spike Protein Test Kit (Colloidal Gold Chromatographic Immunoassay),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://microprofit-bio.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein; S-protein S1,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Shenzhen City,Yes,NA,NA,NA,NA,NA,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,China,"Shenzhen City, China",22.54368019,114.0579071,Covid-19
a2r69000007lbDB,NA,06.07.2023,Vela Diagnostics,ViroKey SARS-CoV-2 RT-PCR Test,SARS-CoV-2,Regulatory Achieved,Singapore,Western Pacific Region,https://veladx.com,Australia TGA; CE-IVDD; Taiwan FDA; US FDA EUA; Other,NA,NA,Molecular,RNA,N gene; ORF1a,qPCR,NAT reagent kit (open source),A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Singapore,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore,"Singapore, Singapore",1.28943646,103.84998322,Covid-19
a2r69000007lbDC,NA,06.07.2023,GenBody Inc.,iFinDx COVID-19 IgM/IgG,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://genbody.co.kr,CE-IVDD; Korea MFDS,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Whole Blood,NA,NA,Unknown,Not applicable,"Cheonan, Chungnam, South Korea",Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Cheonan, Chungnam, Korea, Republic of, Korea, Republic of",36.80931091,127.16004181,Covid-19
a2r69000007lbDD,NA,06.07.2023,Lucira Health (acquired by Pfizer Inc.),Lucira COVID-19 & Flu Test,Influenza A; Influenza B; SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://checkit.lucirahealth.com,Australia TGA; CE-IVDD; Health Canada; US FDA EUA,NA,NA,Molecular,RNA,N gene,Isothermal LAMP,Cartridge-based processing,No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Unknown,Not applicable,Emeryville,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Emeryville, United States",37.83119965,-122.28581238,Covid-19
a2r69000007lbDE,NA,06.07.2023,Abbott Laboratories,AdviseDx SARS-CoV-2 IgM,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://abbott.com,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Abbott Park,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Abbott Park, United States",41.71919632,-87.62211609,Covid-19
a2r69000007lbDF,NA,06.07.2023,Abbott Laboratories,AdviseDx SARS-CoV-2 IgG II,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://abbott.com,Health Canada; US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA; Chemiluminescent immunoassay (CLIA),Other,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,Abbott Park,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Abbott Park, United States",41.71919632,-87.62211609,Covid-19
a2r69000007lbDG,NA,06.07.2023,"Access Bio, Inc.",CareStart COVID-19 IgM/IgG,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://accessbio.net,CE-IVDD; US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Somerset,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Somerset, United States",37.09207916,-84.60466766,Covid-19
a2r69000007lbDH,NA,06.07.2023,"Access Bio, Inc.",CareStart EZ COVID-19 IgM/IgG,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://accessbio.net,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Somerset,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Somerset, United States",37.09207916,-84.60466766,Covid-19
a2r69000007lbDI,NA,06.07.2023,"Acon Laboratories, Inc.",ACON SARS-CoV-2 IgG/IgM Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://aconlabs.com,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,San Diego,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"San Diego, United States",32.71575928,-117.16381836,Covid-19
a2r69000007lbDJ,NA,06.07.2023,ADVAITE Inc,RapCov Rapid COVID-19 Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://advaite.com,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,United States,39.50357056,-99.01833344,Covid-19
a2r69000007lbDK,NA,06.07.2023,"Assure Tech. (Hangzhou) Co., ltd.",Assure COVID-19 IgG/IgM Rapid Test Device,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://diareagent.com,Health Canada; US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbDL,NA,06.07.2023,Beckman Coulter Inc.,Access SARS-CoV-2 IgM,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://beckmancoulter.com,Singapore HSA; US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgM,ELISA/EIA; Chemiluminescent immunoassay (CLIA),Other,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,Pasadena,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Pasadena, United States",34.14955139,-118.14144897,Covid-19
a2r69000007lbDM,NA,06.07.2023,Beckman Coulter Inc.,Access SARS-CoV-2 IgG II,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://beckmancoulter.com,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA; Chemiluminescent immunoassay (CLIA),Other,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,Pasadena,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Pasadena, United States",34.14955139,-118.14144897,Covid-19
a2r69000007lbDN,NA,06.07.2023,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd",WANTAI SARS-CoV-2 Ab Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://ystwt.cn,CE-IVDD; US FDA EUA; WHO EUL Under Assessment,NA,NA,Immunoassay,Antibody (serological),IgG,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Beijing,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,China,"Beijing, China",39.9078064,116.39758301,Covid-19
a2r69000007lbDO,NA,06.07.2023,Diabetomics Inc,CovAb SARS-CoV-2 Ab Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://diabetomics.com/#,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgA; IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,United States,39.50357056,-99.01833344,Covid-19
