"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gKrH","a2r69000007lbbA","a266900000Bsc8q","06.07.2023","Denmark","Copenhagen","European Region","blusense-diagnostics.com","BluSense Diagnostics","ViroTrack Sero Dengue IgG/lgM Ab Kit","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","ELISA/EIA","","Other","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","12.00","Yes","","No","Company-Sponsored","No","Antibody (serological)","L1: Primary Care","0","0","0","90.00","0.00","0.00","82.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jyi","BluBox System"
"a2v69000004gKl3","a2r69000007lbbB","a266900000Bsc91","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma Dengue IgG;IgM","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","12.00","Yes","","No","Independent","No","Antibody (serological)","L1: Primary Care","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0J","ichroma II Analyser"
"a2v69000004gKl3","a2r69000007lbbB","a266900000Bsc92","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma Dengue IgG;IgM","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","12.00","Yes","","No","Company-Sponsored","No","Antibody (serological)","L1: Primary Care","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0J","ichroma II Analyser"
"a2v69000004gKl4","a2r69000007lbbS","a266900000Bsc94","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma Dengue NS1 Ag","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","DENV NS1","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","12.00","Yes","","No","Independent","No","Antigen","L1: Primary Care","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0J","ichroma II Analyser"
"a2v69000004gKl4","a2r69000007lbbS","a266900000Bsc95","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma Dengue NS1 Ag","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","DENV NS1","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","12.00","Yes","","No","Company-Sponsored","No","Antigen","L1: Primary Care","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0J","ichroma II Analyser"
"a2v69000004gL3s","a2r69000007lbbe","a266900000BscB1","06.07.2023","Romania","Bucharest","European Region","campmedica.ro","Camp Medica Distribution","Salmonella (Typhoid fever) cassette","Triage/Screening","ID","Enteric fever; Typhoid fever","Salmonella Typhi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","99.10","0.00","0.00","99.30","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL3s","a2r69000007lbbe","a266900000BscB2","06.07.2023","Romania","Bucharest","European Region","campmedica.ro","Camp Medica Distribution","Salmonella (Typhoid fever) cassette","Triage/Screening","ID","Enteric fever; Typhoid fever","Salmonella Typhi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Not applicable","","10.00","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","91.50","0.00","0.00","99.30","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL3r","a2r69000007lbbd","a266900000BscB3","06.07.2023","Romania","Bucharest","European Region","campmedica.ro","Camp Medica Distribution","Dengue NS1 cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Antigen","L0: Community","114","69","45","95.60","0.00","0.00","95.50","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL3o","a2r69000007lbbb","a266900000BscB4","06.07.2023","Romania","Bucharest","European Region","campmedica.ro","Camp Medica Distribution","Dengue COMBO","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-DENV IgG; Anti-DENV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Unknown","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL3p","a2r69000007lbbc","a266900000BscB6","06.07.2023","Romania","Bucharest","European Region","campmedica.ro","Camp Medica Distribution","Dengue IgG/IgM cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","800","300","500","100.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL3z","a2r69000007lbbg","a266900000BscBI","06.07.2023","Ethiopia","Addis Ababa","African Region","cdc.gov","CDC Ethiopia","Trioplex Real-Time RT-PCR Assay","Diagnostic/confirmatory test","ID","Chikungunya; Dengue fever; Zika fever","Chikungunya virus; Dengue virus; Zika virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Whole Blood; Other","CSF","DENV-1; DENV-2; DENV-3; DENV-4","","","Yes","","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4F","a2r69000007lbY3","a266900000BscC1","06.07.2023","United States","Atlanta","Region of the Americas","cdc.gov","Centers for Disease Control and Prevention","CDC Ebola Virus VP40 Real-time RT-PCR Assay","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","EBOV viral matrix protein 40","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Urine; Whole Blood","","Zaire ebolavirus","","50.00","Yes","","No","Company-Sponsored","No","","L4: Reference/National Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4E","a2r69000007lbY1","a266900000BscC2","06.07.2023","United States","Atlanta","Region of the Americas","cdc.gov","Centers for Disease Control and Prevention","CDC Ebola Virus NP Real-time RT-PCR Assay","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","EBOV Nucleotide protein","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Urine; Whole Blood","","Zaire ebolavirus","","50.00","Yes","","No","Company-Sponsored","No","","L4: Reference/National Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gKr5","a2r69000007lc2P","a266900000BscCW","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Mpox","Diagnostic/confirmatory test","ID","Mpox","Mpox virus","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","DNA","OPX E9L; Other","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Lesion fluid","","MPX Clade IIa; MPX Clade IIb","","36.00","Yes","","No","Company-Sponsored","No","RNA","L0: Community","61","31","30","100.00","100.00","100.00","96.60","96.60","96.70","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzt","GeneXpert GX-ii"
"a2v69000004gKr9","a2r69000007lbu8","a266900000BscCZ","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzu","GeneXpert Gx-iv"
"a2v69000004gKr9","a2r69000007lbu8","a266900000BscCa","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzu","GeneXpert Gx-iv"
"a2v69000004gKr8","a2r69000007lbu8","a266900000BscCb","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzt","GeneXpert GX-ii"
"a2v69000004gKr8","a2r69000007lbu8","a266900000BscCc","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzt","GeneXpert GX-ii"
"a2v69000004gKrA","a2r69000007lbu8","a266900000BscCd","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzv","GeneXpert Gx-xvi"
"a2v69000004gKrA","a2r69000007lbu8","a266900000BscCe","06.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Ebola","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","CE-IVDD; US FDA EUA; WHO EUL","EU PECP Expert panel review","Already on the market (commercialized)","Molecular","RNA","EBOV Glycoprotein; EBOV Nucleotide protein","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Buccal swab; Whole Blood","","Zaire ebolavirus","","96.00","Yes","","No","Company-Sponsored","No","RNA","L1: Primary Care","0","0","0","100.00","92.90","100.00","100.00","92.90","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzv","GeneXpert Gx-xvi"
"a2v69000004gL4S","a2r69000007lbdi","a266900000BscCg","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE Dengue Serotyping q- PCR Detection Kit","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Urine; Whole Blood","","DENV-1; DENV-2; DENV-3; DENV-4","","","Yes","","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4V","a2r69000007lbfJ","a266900000BscCh","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE Salmonella, Campylobacter & Y. enterocolitica Real Time PCR Detection Ki","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Campylobacter spp; Salmonella spp.; Yersinia enterocolitica","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Salmonella invA","qPCR","Multiplex qPCR (real time)","Fluorescence","NAT reagent kit (open source)","Multi-plex","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Unspecified","","120.00","Yes","","No","Company-Sponsored","No","DNA","L2: District Hospital Lab","0","0","0","100.00","0.00","0.00","99.70","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4U","a2r69000007lbfI","a266900000BscCi","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE Salmonella, Campylobacter & Shigella/EIEC Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Campylobacter spp; Escherichia coli; Salmonella spp.; Shigella spp","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Salmonella invA","qPCR","Multiplex qPCR (real time)","Fluorescence","NAT reagent kit (proprietary platform)","Multi-plex","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Stool","","Unspecified","","120.00","Yes","","No","Company-Sponsored","No","DNA","L2: District Hospital Lab","0","0","0","100.00","0.00","0.00","99.70","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4N","a2r69000007lbc0","a266900000BscCq","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","ONE STEP Salmonella card test","Triage/Screening","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Salmonella spp.","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Stool; Stool (Feces) Culture","","Unspecified","","10.00","Yes","","No","Company-Sponsored","No","Antigen","L0: Community","167","62","105","75.80","63.30","85.80","98.10","93.50","100.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4M","a2r69000007lbbz","a266900000BscCr","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","ONE STEP CerTest Salmonella typhi+paratyphi combo card test (also S. Typhi RDT)","Triage/Screening","ID","Enteric fever; Paratyphoid fever; Typhoid fever","Salmonella Paratyphi; Salmonella Typhi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Stool; Stool (Feces) Culture","","Unspecified","","10.00","Yes","","No","Company-Sponsored","No","Antigen","L0: Community","35","10","25","99.00","0.00","0.00","99.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4R","a2r69000007lbdh","a266900000BscCu","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE Salmonella Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Salmonella spp.","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Salmonella invA","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Unspecified","","47.00","Yes","","No","Company-Sponsored","No","DNA","L2: District Hospital Lab","0","0","0","100.00","0.00","0.00","99.70","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4Q","a2r69000007lbdg","a266900000BscCv","06.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE RT-PCR kit ZIKV Dengue - Chikungunya","Diagnostic/confirmatory test","ID","Chikungunya; Dengue fever; Zika fever","Chikungunya virus; Dengue virus; Zika virus","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Urine; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLh7","a2r69000007lc2R","a266900000BscCw","13.07.2023","Spain","San Mateo de Gallego","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE MONKEYPOX VIRUS REAL TIME PCR DETECTION KIT","Diagnostic/confirmatory test","ID","Mpox","Mpox virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","MPX F3L gene; MPX G2R gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Lesion fluid; Lesion swab; Serum","","MPX Clade Ia; MPX Clade Ib; MPX Clade IIa; MPX Clade IIb","","120.00","Yes","","No","Company-Sponsored","No","RNA","L4: Reference/National Lab","60","30","30","96.70","83.30","99.40","100.00","88.60","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019JyP","BD MAX System"
"a2v69000004gKn0","a2r69000007lbfK","a266900000BscDB","06.07.2023","United States","Medford","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","DPP ZCD IgM/IgG System","Diagnostic/confirmatory test","ID","Chikungunya; Dengue fever; Zika fever","Chikungunya virus; Dengue virus; Zika virus","Regulatory Achieved","Brazil ANVISA; CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jz6","DPP Micro Reader"
"a2v69000004gKmz","a2r69000007lbuX","a266900000BscDE","06.07.2023","United States","Medford","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","DPP Ebola Antigen System","Diagnostic/confirmatory test","ID","Ebola fever","Ebola virus","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antigen","EBOV viral matrix protein 40","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Venous blood; Whole Blood","","Ebola spp.","","15.00","Yes","","No","Company-Sponsored","No","Antigen","L0: Community","205","109","96","77.58","68.80","85.10","95.83","89.10","98.70","Victoria Aroworade","Victoria Aroworade","a2s690000019Jz6","DPP Micro Reader"
"a2v69000004gL4l","a2r69000007lbZR","a266900000BscDJ","06.07.2023","Turkey","Izmir","European Region","chil.com.tr","CHIL TIBB MAL. SAN. VE TC. ltd. T","Dengue NS1/Dengue IgG-IgM/Zika Virus IgG-IgM/ Chikungunya IgG-IgM Combo Rapid Te","Diagnostic/confirmatory test","ID","Chikungunya; Dengue fever; Zika fever","Chikungunya virus; Dengue virus; Zika virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM; Anti-ZikV IgG; Anti-ZIKV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4k","a2r69000007lbZQ","a266900000BscDK","06.07.2023","Turkey","Izmir","European Region","chil.com.tr","CHIL TIBB MAL. SAN. VE TC. ltd. T","Dengue NS1/Dengue IgG-IgM/Zika Virus IgG-IgM Combo Rapid Test","Diagnostic/confirmatory test","ID","Dengue fever; Zika fever","Dengue virus; Zika virus","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM; Anti-ZikV IgG; Anti-ZIKV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL4n","a2r69000007lbZT","a266900000BscDL","06.07.2023","Turkey","Izmir","European Region","chil.com.tr","CHIL TIBB MAL. SAN. VE TC. ltd. T","Typhoid rapid test (s/p/Wb)","Triage/Screening","ID","Enteric fever; Typhoid fever","Unknown","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Unknown","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","No","Company-Sponsored","No","Unknown","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
