"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001Lklbt","a2669000009z9a5","02.09.2021","02.09.2021","United States","Americas","bluejaydx.com","Bluejay Diagnostics, Inc.","Symphony IL-6","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antigen","Other","Other","Cartridge-based processing","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Whole Blood","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lksmx","a266900000AdNs0","24.09.2021","24.09.2021","Denmark","Europe","blusense-diagnostics.com/","BluSense Diagnostics","ViroTrack Sero Covid-19 Total Ab","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","Total Antibody","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","True Point of Care","Intended for professional use only","Serum; Plasma; Finger prick blood; Venous blood","7.00","7.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.00","97.00","75","65","140"
"a0B6900001LlzS4","a266900000B5QJA","28.03.2022","","France","Europe","www.biogyne.fr","BN Santé - Biogyne","COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.10","99.80","0","0","0"
"a0B6900001LlzS5","a266900000B5QJB","28.03.2022","","France","Europe","www.biogyne.fr","BN Santé - Biogyne","Novel Coronavirus (COVID-19) Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlzS6","a266900000B5QJC","28.03.2022","","France","Europe","www.biogyne.fr","BN Santé - Biogyne","SARS-CoV-2 Antigen Rapid test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Llmjw","a266900000B3qRo","24.02.2022","24.02.2022","China","Western Pacific","biodetect.cn/","Boditai (Xiamen) Biotechnology Co.","RAPID SARS-COV-2 ANTIGEN TEST CARD","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LkleB","a2669000009z9cN","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","AFIAS COVID-19 Ab","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; Singapore HSA; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.80","96.70","","",""
"a0B6900001LkleC","a2669000009z9cO","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","AFIAS COVID-19, Viral Antigen (automated)","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVD; Philippines FDA","Immunoassay","Antigen","N-protein","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","","Yes","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LkleD","a2669000009z9cP","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","ExAmplar COVID-19 real-time PCR kit (L)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Sputum","","","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LkleE","a2669000009z9cQ","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","Ichroma COVID-19 Ab, IgM/IgG (manual)","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Serum; Plasma","","","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.80","97.00","","",""
"a0B6900001J3rID","a266900000A9w9h","16.03.2021","16.03.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","ichroma COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","Korea MFDS; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","12.00","14.00","Yes","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","90.90","98.70","132","157","289"
"a0B6900001J4Hyr","a266900000A9wHa","19.05.2021","19.05.2021","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","Boditech Quick COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (in development)","Saliva","","","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","80.00","100.00","0","0","0"
"a0B6900001LlzS7","a266900000B5QIl","28.03.2022","","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","AFIAS COVID-19/Flu Ag Combo","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","0.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlzS8","a266900000B5QIm","28.03.2022","","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","ichroma COVID-19/Flu Ag Combo","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","20.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LldR4","a266900000B2leC","02.02.2022","02.02.2022","Korea, Republic of","Western Pacific","boditech.co.kr/en","Boditech Med.","AFIAS COVID-19 Ag Test","SARS-CoV-2","Regulatory Achieved","Japan MHLW; Korea MFDS; Brazil ANVISA; CE-IVD","Immunoassay","Antigen","N-protein","ELISA/EIA","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","87.50","96.50","24","57","81"
"a0B6900001J3o4e","a266900000A9w98","08.03.2021","08.03.2021","Turkey","Europe","bometrivitron.com.tr","Bome Trivitron Sanayi Urunleri Dis Tic. A.S.","Trimaris SARS-CoV-2 RT-qPCR Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD; Other","Molecular","RNA","E gene; N gene; ORF1b","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab","60.00","65.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","98.30","95","118","213"
"a0B6900001J3zNA","a266900000A9wCp","02.04.2021","02.04.2021","Germany","Europe","bosch-healthcare.com","Bosch Healthcare Solutions GmbH","Vivalytic SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","CE-IVD; MHRA UK","Molecular","RNA","E gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","40.00","45.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001J3zNK","a266900000A9wCq","02.04.2021","02.04.2021","Germany","Europe","bosch-healthcare.com","Bosch Healthcare Solutions GmbH","Vivalytic SARS-CoV-2 Pooling","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","E gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.00","100.00","","",""
"a0B6900001J4Edj","a266900000A9wGS","11.05.2021","11.05.2021","Canada","Americas","btnx.com","BTNX Inc.","COVID-19 Antigen Rapid Test Cassette (Oral Fluid)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J40IB","a266900000A9wED","06.04.2021","06.04.2021","Canada","Americas","btnx.com","BTNX Inc.","COVID-19 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD; MHRA UK","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J3mV9","a266900000A9w5w","03.03.2021","03.03.2021","Canada","Americas","btnx.com","BTNX Inc.","Rapid Response COVID-19 Antigen Rapid Test Device","SARS-CoV-2","Regulatory Achieved","Australia TGA; Brazil ANVISA; Health Canada; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","18.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","90.20","100.00","51","128","179"
"a0B6900001J3mVO","a266900000A9w5x","03.03.2021","03.03.2021","Canada","Americas","btnx.com","BTNX Inc.","Rapid Response COVID-19 IgG/IgM Rapid Test Device","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; Health Canada; CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","18.00","No","Yes","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.60","100.00","56","113","169"
"a0B6900001PDxA1","a266900000BD7QJ","20.06.2022","20.06.2022","Canada","Americas","btnx.com","BTNX Inc.","Rapid Response COVID-19 Antigen Rapid Test Cassette - At Home","SARS-CoV-2","Regulatory Achieved","Australia TGA; Health Canada","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","18.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.51","99.39","91","328","419"
"a0B6900001OU1jh","a2669000009j2RW","20.07.2022","20.07.2022","Peru","Americas","btsconsultores.pe/","BTS Consultores S.A.C.","CavBio SARS-CoV-2 RT-PCR kit","SARS-CoV-2","Regulatory Achieved","Peru DIGEMID","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","90.00","140.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.00","98.00","319","1124","1433"
"a0B6900001LklfJ","a2669000009z9dV","02.09.2021","02.09.2021","United States","Americas","calbiotech.com/","Calbiotech, Inc.","ErbaLisa COVID-19 IgG ELISA","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVD","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","50.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.30","98.10","","",""
"a0B6900001LklfK","a2669000009z9dW","02.09.2021","02.09.2021","United States","Americas","calbiotech.com/","Calbiotech, Inc.","ErbaLisa COVID-19 IgM ELISA","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","50.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","90.00","","",""
"a0B6900001Lli5V","a266900000B3E1l","14.02.2022","14.02.2022","Korea, Republic of","Western Pacific","thecalth.com/eng/","CALTH","AllCheck COVID19 Ag","SARS-CoV-2","Regulatory Achieved","Korea MFDS; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","10.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","92.86","99.38","140","160","300"
"a0B6900001LlzSA","a266900000B5QIu","28.03.2022","","Korea, Republic of","Western Pacific","thecalth.com/eng/","CALTH","AllCheck COVID19 Ag Nasal","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J46Bw","a266900000A9wEx","21.04.2021","21.04.2021","Romania","Europe","campmedica.ro","Camp Medica Distribution","SARS-CoV-2 antigen/ lateral flow test (RDT)/ See Now Coronavirus nCoV antigen","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.17","99.16","313","714","1027"
"a0B6900001K3kqU","a266900000AhHww","02.08.2021","02.08.2021","Singapore","Western Pacific","www.camtechdiagnostics.com","Camtech Diagnostics","Camtech COVID-19 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","CE-IVD; Philippines FDA; Guatemala DGVRCS; Indonesia MDR; Other","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","91.60","97.72","12","88","100"
"a0B6900001LlzWL","a266900000B5QLN","28.03.2022","","Canada","Americas","www.canarydetect.com","Canary Global Inc","SARS-CoV-2 Ultra Rapid Mobile Antigen Test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","2.00","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.40","99.17","0","0","0"
"a0B6900001LklaW","a2669000009z9Yi","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","cancerrop.com/main","Cancer Rop Co., ltd.","Q-Sens 2019-nCoV Detection Kit","SARS-CoV-2","Regulatory Achieved","Korea MFDS; CE-IVD","Molecular","RNA","E gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Sputum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001PDeXF","a266900000BAdB7","02.05.2022","02.05.2022","Korea, Republic of","Western Pacific","cancerrop.com/main","Cancer Rop Co., ltd.","Q-Sens COVID-19 Detection Kit V2","SARS-CoV-2","Regulatory Achieved","Korea MFDS","Molecular","RNA","E gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Sputum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LldQQ","a266900000B2VxF","02.02.2022","02.02.2022","Japan","Western Pacific","global.medical.canon/","Canon Medical Systems","Rapiim SARS-CoV-2-N","SARS-CoV-2","Regulatory Achieved","Japan MHLW; Other","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","54.00","100.00","87","30","117"
"a0B6900001J47EE","a266900000A9wF2","22.04.2021","22.04.2021","Japan","Western Pacific","global.medical.canon/","Canon Medical Systems","SARS-CoV-2 RNA detection kit LAMPdirect","SARS-CoV-2","Regulatory Achieved","Japan MHLW","Molecular","RNA","Unknown","RT-LAMP","NAT reagent kit – open source","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","20.00","30.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J3zNe","a266900000A9wCr","02.04.2021","02.04.2021","China","Western Pacific","capitalbiotech.com/en/index.html","CapitalBio Technology","SARS-CoV-2 Nucleic Acid Detection Kit (Integrated Isothermal Amplification Chip","SARS-CoV-2","Regulatory Achieved","China NMPA","Molecular","RNA","N gene; ORF1ab","RT-LAMP","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Other","90.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LklfL","a2669000009z9dX","02.09.2021","02.09.2021","Singapore","Western Pacific","cellbae.com/home/","Cellbae Pte ltd.","TEPAT 1.0 SARS-CoV-2 Multiplex RT-PCR","SARS-CoV-2","Regulatory Achieved","China NMPA","Molecular","RNA","RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","90.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001PDnl4","a266900000BBn8T","25.05.2022","25.05.2022","United States","Americas","cellex.us/","Cellex, Inc.","qSARS-CoV-2 IgG/IgM Cassette Rapid Test kit","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","US FDA EUA","Company-Sponsored","93.75","96.40","","",""
"a0B6900001J3zEt","a266900000A9wCR","02.04.2021","02.04.2021","Singapore","Western Pacific","cid.com.sg/","Cell ID Pte ltd.","Quiz Biochip SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene; ORF1ab","RT-LAMP","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Saliva","15.00","25.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.00","100.00","43","50","93"
"a0B6900001LklfM","a2669000009z9dY","02.09.2021","02.09.2021","France","Europe","laboratoire-cellmade.fr/","CellMade","CellInsight SARS-CoV-2 Detection Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N1 gene; N2 gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lkldp","a2669000009z9c1","02.09.2021","02.09.2021","Korea, Republic of","Western Pacific","cells-safe.com","CellSafe","FastRT-qPCR COVID19 detection kit and UltrFast RT-qLAMP COVID19 Detection kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene","RT-LAMP","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.20","99.10","110","110","220"
