package_id,performance_id,assay_id,instrument_id,software_id,technology_submission_id,directory,assay_name,instrument_name,package_name,performance_name,find_website_area,test_to_be_listed_on_finds_web_page,purpose_of_submission,confidentiality_level,assay_target,date_of_submission,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,planned_market_entry,primary_use_case,ID_type,disease_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,Drug_resistance_target,AST_output,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,serovar_subtype,disease_target_phase,manufacturer_id,manufacturer,city,country,region,permalink,manufacturer_qms,submission_title,sensitivity,specificity,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,find_evaluation,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,type_data_source,target_patient_group,sample_type,data_to_be_published_on_finds_web_page,reference_url,country_tmp,city2,lat,lng
a2v69000004gLUWAA2,a266900000BscvIAAR,a2r69000007lbeuAAA,NA,NA,NA,Assays,STANDARD Q Dengue NS1 Ag,NA,P-4728,PD-68198,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue DENV NS1,92.9,96.2,0,0,0,0,No,Company-Sponsored,198,225,423,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUXAA2,a266900000BscvMAAR,a2r69000007lbevAAA,NA,NA,NA,Assays,STANDARD Q Dengue;Chikungunya Trio,NA,P-4729,PD-68202,Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Triage/Screening,NA,Chikungunya;Dengue,Virus,Chikungunya virus;Dengue virus,Anti-CHIKV IgG;Anti-CHIKV IgM;Anti-DENV IgG;Anti-DENV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,Qualitative,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUYAA2,a266900000BscvLAAR,a2r69000007lbewAAA,NA,NA,NA,Assays,STANDARD Q ZIKV;Dengue Fast Trio,NA,P-4730,PD-68201,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue;Zika fever,NA,Dengue virus;Zika virus,Anti-ZIKV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUZAA2,a266900000BscvNAAR,a2r69000007lbYdAAI,NA,NA,NA,Assays,Standard Q COVID-19 Ag Home Test,NA,P-4731,PD-68203,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:53,Regulatory Achieved,Korea MFDS;Singapore HSA;WHO EUL Under Assessment,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Sars-cov-2 N-protein,94.94,100,0,0,0,0,No,Company-Sponsored,79,217,296,Instructions for Use (IFU),NA,Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUaAAM,a266900000BscvOAAR,a2r69000007lbYfAAI,NA,NA,NA,Assays,Standard Q COVID-19 AG Nasal Test,NA,P-4732,PD-68204,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:53,Regulatory Achieved,Singapore HSA;CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Sars-cov-2 FIND Nasal swab,80.5,99.3,96,99.9,66,89.8,Yes,Independent,41,138,179,FIND report/test evaluation,NA,Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUaAAM,a266900000BscvPAAR,a2r69000007lbYfAAI,NA,NA,NA,Assays,Standard Q COVID-19 AG Nasal Test,NA,P-4732,PD-68205,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:53,Regulatory Achieved,Singapore HSA;CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Sars-cov-2 FIND Nasal swab,84.6,99.3,96,99.9,75,91,Yes,Independent,78,136,214,FIND report/test evaluation,NA,Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUaAAM,a266900000BscvQAAR,a2r69000007lbYfAAI,NA,NA,NA,Assays,Standard Q COVID-19 AG Nasal Test,NA,P-4732,PD-68206,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:53,Regulatory Achieved,Singapore HSA;CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,sars-cov-2 BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,No available data,NA,Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUbAAM,a266900000BscvSAAR,a2r69000007lbamAAA,NA,NA,NA,Assays,STANDARD E Dengue IgG ELISA,NA,P-4733,PD-68208,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:54,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG,ELISA/EIA,Colorimetric,NA,NA,Not applicable,Not applicable,NA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Plasma,NA,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue Anti-DENV IgG,96.2,97.2,0,0,0,0,No,Company-Sponsored,293,144,437,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUcAAM,a266900000BscvRAAR,a2r69000007lblYAAQ,NA,NA,NA,Assays,Standard Q COVID-19 AG Nasal Test With Control,NA,P-4734,PD-68207,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:57,Regulatory Achieved,Health Canada,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Sars-cov-2 N-protein,97.12,100,0,0,0,0,No,Company-Sponsored,104,399,503,Company website,NA,Nasopharyngeal swab;Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUdAAM,a266900000BscvBAAR,a2r69000007lbhZAAQ,NA,NA,NA,Assays,SARS-CoV-2 Rapid Antigen Test Nasal With Control,NA,P-4735,PD-68191,Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:56,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,Not applicable,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Sars-Cov-2 Nasal,99.1,89.6,0,0,0,0,No,Company-Sponsored,0,0,0,Company website,NA,Nasal swab,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUeAAM,a266900000BscvAAAR,a2r69000007lbeXAAQ,NA,NA,NA,Assays,STANDARD E Dengue IgM ELISA,NA,P-4736,PD-68190,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgM,ELISA/EIA,Colorimetric,NA,NA,Not applicable,Not applicable,NA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Plasma,NA,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue Anti-DENV IgM,97.4,96.6,0,0,0,0,No,Company-Sponsored,79,358,437,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUfAAM,a266900000BscvFAAR,a2r69000007lbeYAAQ,NA,NA,NA,Assays,STANDARD E Dengue NS1 Ag ELISA,NA,P-4737,PD-68195,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,DENV NS1,ELISA/EIA,Colorimetric,NA,NA,Not applicable,Not applicable,NA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Plasma,NA,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue DENV NS1,91.4,98.2,0,0,0,0,No,Company-Sponsored,198,225,423,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUgAAM,a266900000BscvCAAR,a2r69000007lbebAAA,NA,NA,NA,Assays,STANDARD Q Dengue Duo,NA,P-4738,PD-68192,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG;Anti-DENV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue Anti-DENV IgG,97.2,96.2,0,0,0,0,No,Company-Sponsored,144,293,437,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUgAAM,a266900000BscvDAAR,a2r69000007lbebAAA,NA,NA,NA,Assays,STANDARD Q Dengue Duo,NA,P-4738,PD-68193,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG;Anti-DENV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue Anti-DENV IgM,97.5,96.6,0,0,0,0,No,Company-Sponsored,79,358,437,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUgAAM,a266900000BscvEAAR,a2r69000007lbebAAA,NA,NA,NA,Assays,STANDARD Q Dengue Duo,NA,P-4738,PD-68194,Neglected Tropical Diseases;Outbreak,Yes,Test Directory,NA,Antibody (serological) + Antigen,2023-06-22 12:17:55,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Dengue,NA,Dengue virus,Anti-DENV IgG;Anti-DENV IgM;DENV NS1,Lateral Flow Assay,Colorimetric,NA,NA,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum;Plasma;Whole Blood,15,Unspecified,NA,0016900002z3wzvAAA,"SD Biosensor, Inc.",Suwon-si,"Korea, Republic of",Western Pacific Region,https://sdbiosensor.com,ISO 13485;MDSAP,Dengue DENV NS1,92.9,96.2,0,0,0,0,No,Company-Sponsored,198,225,423,Instructions for Use (IFU),NA,Other,No,NA,South Korea,"Suwon-si, South Korea",37.29111,127.00889
a2v69000004gLUhAAM,a266900000BscxTAAR,a2r69000007lbPnAAI,NA,NA,NA,Assays,SSf-COVID19 (U-Top Fast COVID19),NA,P-4739,PD-68333,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:51,Regulatory Achieved,Korea MFDS,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,E gene;ORF1ab;RdRp gene,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab,40,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUiAAM,a266900000BscxSAAR,a2r69000007lbD9AAI,NA,NA,NA,Assays,AQ-TOP COVID-19 rapid Detection Kit,NA,P-4740,PD-68332,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:47,Regulatory Achieved,US FDA EUA;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,ORF1ab,Isothermal LAMP,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Bronchoalveolar lavage;Sputum,30,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,100,100,90,100,91.19,100,No,Company-Sponsored,35,40,75,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Sputum;Bronchoalveolar lavage,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUjAAM,a266900000BscxVAAR,a2r69000007lbLeAAI,NA,NA,NA,Assays,U-TOP SARS-CoV-2 & Flu A/B,NA,P-4741,PD-68335,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:49,Regulatory Achieved,Korea MFDS;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Influenza;Pneumonia,NA,Influenza A;Influenza B;SARS-CoV-2,InfA Matrix gene;InfB NS;N gene;ORF1ab,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,100,Unspecified,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,100,100,0,0,0,0,No,Company-Sponsored,210,214,424,Instructions for Use (IFU),NA,Nasopharyngeal swab,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUkAAM,a266900000BscxUAAR,a2r69000007lbUJAAY,NA,NA,NA,Assays,SSu COVID19 Plus,NA,P-4742,PD-68334,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:52,Regulatory Achieved,CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,E gene;ORF1ab;S gene,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab,100,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,100,100,0,0,0,0,No,Company-Sponsored,90,30,120,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUlAAM,a266900000BscxXAAR,a2r69000007lbncAAA,NA,NA,NA,Assays,U-TOP COVID-19 Detection Kit,NA,P-4743,PD-68337,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:58,Regulatory Achieved,US FDA EUA;Health Canada;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N gene;ORF1ab,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Bronchoalveolar lavage;Sputum,120,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,100,100,90,100,91.19,100,No,Company-Sponsored,35,40,75,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Sputum;Bronchoalveolar lavage,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUmAAM,a266900000BscxWAAR,a2r69000007lbrrAAA,NA,NA,NA,Assays,AQ-TOP COVID-19 rapid Detection Kit Plus,NA,P-4744,PD-68336,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:59,Regulatory Achieved,US FDA EUA;Korea MFDS;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,N gene;ORF1ab,Isothermal LAMP,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Bronchoalveolar lavage,30,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Other,100,100,94.87,100,98.17,100,No,Company-Sponsored,70,200,270,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab;Nasal swab;Mid-turbinate swab;Bronchoalveolar lavage,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUnAAM,a266900000BscxYAAR,a2r69000007lbrsAAA,NA,NA,NA,Assays,U-TOP COVID-19 Detection Kit Plus,NA,P-4745,PD-68338,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:59,Regulatory Achieved,Korea MFDS;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,E gene;N gene;ORF1ab;S gene,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab,120,Not applicable,NA,0016900002Zs8AoAAJ,Seasun Biomaterials,Daejeon,"Korea, Republic of",Western Pacific Region,https://seasunbio.com,ISO 13485;ISO 9001;GMP certified,Sars-cov-2 Overall,100,100,94.87,100,98.17,100,No,Company-Sponsored,70,200,270,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab,No,NA,South Korea,"Daejeon, South Korea",36.34913,127.38493
a2v69000004gLUoAAM,a266900000BscxdAAB,a2r69000007lb9qAAA,NA,NA,NA,Assays,Allplex SARS-CoV-2 Master Assay,NA,P-4746,PD-68343,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:46,Regulatory Achieved,MHRA UK;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Covid-19;Pneumonia,NA,SARS-CoV-2,E gene;N gene;ORF1ab;RdRp gene;S gene;Other,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (proprietary platform),Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab;Bronchoalveolar lavage;Sputum;Saliva;Other,108,Not applicable,NA,001Vj00000DPr3FIAT,Seegene Inc.,Seoul,"Korea, Republic of",Western Pacific Region,https://seegene.com,ISO 13485;MDSAP;Other,Sars-cov-2 Overall,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,Instructions for Use (IFU),NA,Nasopharyngeal swab;Oropharyngeal swab;Saliva;Sputum;Bronchoalveolar lavage;Other,No,NA,South Korea,"Seoul, South Korea",37.566,126.9784
a2v69000004gLUpAAM,a266900000BscxfAAB,a2r69000007lb6ZAAQ,NA,NA,NA,Assays,Allplex SARS-CoV-2/FluA/FluB/RSV Assay,NA,P-4747,PD-68345,Outbreak,Yes,Test Directory,NA,RNA,2023-06-22 12:17:45,Regulatory Achieved,Korea MFDS;Australia TGA;Health Canada;MHRA UK;CE-IVDD,Molecular,ID,Respiratory,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Bronchiolitis;Bronchitis;Common Cold;Covid-19;Croup;Influenza;Pneumonia;Sepsis;Tonsillopharyngitis,NA,Influenza A;Influenza B;Respiratory Syncytial Virus (RSV);SARS-CoV-2,N gene;ORF1ab;S gene;Unknown,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab;Oropharyngeal swab;Saliva;Other,115,Unspecified,NA,001Vj00000DPr3FIAT,Seegene Inc.,Seoul,"Korea, Republic of",Western Pacific Region,https://seegene.com,ISO 13485;MDSAP;Other,InfB BLANK,0,0,0,0,0,0,No,Company-Sponsored,0,0,0,NA,NA,NA,No,NA,South Korea,"Seoul, South Korea",37.566,126.9784
